Category,Price,Rating,Stock,Discount
D,2017.0,3.082060052,In Stock,5.0
C,174.0,3.082060052,In Stock,28.0
C,9049.0,3.082060052,Out of Stock,28.0
C,3643.0,3.082060052,In Stock,16.0
D,1192.0,1.772850479,In Stock,25.0
C,4340.0,2.867764996,Out of Stock,0.0
C,271.0,1.387043102,In Stock,15.0
C,5729.0,3.082060052,In Stock,33.0
C,2497.0,2.720887803,Out of Stock,42.0
C,5140.0,3.082060052,In Stock,25.0
C,6060.0,3.082060052,In Stock,6.0
C,2826.0,3.082060052,In Stock,35.0
D,1365.0,3.082060052,In Stock,37.0
C,7243.0,3.741428322,Out of Stock,45.0
C,892.0,3.082060052,Out of Stock,31.0
C,3284.0,3.082060052,In Stock,21.0
A,3668.0,2.884610488,In Stock,25.0
C,2572.0,3.082060052,Out of Stock,23.0
C,6836.0,3.082060052,In Stock,28.0
A,986.0,2.099192261,In Stock,37.0
C,1753.0,3.082060052,Out of Stock,17.0
C,5250.0,1.993403179,Out of Stock,17.0
C,2797.0,2.032770987,Out of Stock,27.0
C,2051.0,3.082060052,Out of Stock,45.0
C,3481.0,3.082060052,In Stock,41.0
C,8327.0,3.082060052,In Stock,25.0
C,4099.0,3.082060052,Out of Stock,25.0
A,3190.0,4.955731426,In Stock,31.0
C,6307.0,3.564522511,Out of Stock,36.0
C,6132.0,3.46564982,In Stock,35.0
D,248.0,3.082060052,In Stock,4.0
C,8589.0,2.857183193,In Stock,19.0
C,9728.0,3.082060052,In Stock,22.0
C,3403.0,3.082060052,In Stock,25.0
A,4039.0,3.082060052,In Stock,29.0
B,4119.0,3.082060052,In Stock,11.0
A,5009.0,3.082060052,In Stock,28.0
C,6142.0,4.376229068,In Stock,2.0
C,4628.0,2.974389336,Out of Stock,25.0
C,141.0,3.082060052,In Stock,15.0
C,4884.0,3.082060052,In Stock,25.0
C,5286.0,4.263091606,In Stock,45.0
C,6906.0,3.082060052,Out of Stock,25.0
C,517.0,1.272983361,In Stock,25.0
C,9291.0,3.082060052,Out of Stock,19.0
C,9364.0,3.082060052,Out of Stock,25.0
C,2295.0,3.082060052,Out of Stock,12.0
A,6229.0,4.089846408,In Stock,6.0
C,9439.0,3.082060052,In Stock,25.0
B,8991.0,2.102077996,Out of Stock,2.0
C,8254.0,3.082060052,In Stock,39.0
C,5627.0,3.23175822,In Stock,46.0
C,7289.0,3.082060052,In Stock,14.0
A,943.0,3.082060052,Out of Stock,31.0
C,337.0,3.082060052,In Stock,46.0
B,4844.0,3.082060052,In Stock,43.0
C,458.0,2.957183552,Out of Stock,15.0
C,5050.0,3.082060052,In Stock,21.0
D,3182.0,3.636535719,Out of Stock,5.0
C,3761.0,4.854906644,Out of Stock,22.0
C,6986.0,3.082060052,In Stock,41.0
B,5901.0,3.082060052,Out of Stock,28.0
C,9799.0,3.082060052,In Stock,25.0
C,6673.0,4.968787653,In Stock,41.0
C,360.0,4.525248011,In Stock,46.0
C,4279.0,2.06373089,In Stock,25.0
C,3034.0,3.082060052,In Stock,31.0
C,5983.0,3.082060052,In Stock,17.0
D,5065.0,3.082060052,Out of Stock,49.0
C,6735.0,3.082060052,In Stock,27.0
D,9480.0,2.282681765,In Stock,25.0
C,1937.0,3.171312968,In Stock,45.0
C,2048.0,2.930280425,Out of Stock,38.0
C,3428.0,4.400024012,In Stock,46.0
C,4853.0,3.082060052,In Stock,40.0
B,4996.5,4.9564559,In Stock,14.0
C,2548.0,1.1615293,In Stock,2.0
C,9676.0,3.082060052,In Stock,13.0
C,3252.0,2.957626141,In Stock,35.0
B,4963.0,2.631434918,In Stock,35.0
C,9837.0,4.077143018,Out of Stock,15.0
C,7803.0,3.538834862,In Stock,0.0
C,2731.0,3.082060052,In Stock,39.0
D,6260.0,3.082060052,In Stock,8.0
C,5483.0,3.082060052,In Stock,25.0
C,5473.0,3.984919278,In Stock,31.0
C,8063.0,2.954655793,In Stock,44.0
C,2861.0,2.366446272,Out of Stock,6.0
C,6186.0,3.675261507,Out of Stock,46.0
C,2040.0,3.392246205,In Stock,38.0
C,3083.0,3.154964374,In Stock,20.0
C,9633.0,3.841630932,Out of Stock,41.0
C,1242.0,3.037537249,In Stock,14.0
C,5215.0,3.082060052,In Stock,22.0
C,4996.5,3.082060052,Out of Stock,1.0
C,4996.5,3.082060052,Out of Stock,15.0
C,8417.0,3.082060052,In Stock,9.0
C,2935.0,3.282913092,In Stock,25.0
C,3955.0,3.082060052,Out of Stock,40.0
C,6194.0,1.139402852,Out of Stock,35.0
A,3144.0,1.377917757,In Stock,23.0
C,3255.0,1.866750989,In Stock,20.0
C,6541.0,2.949805247,In Stock,45.0
C,4247.0,1.145729086,Out of Stock,2.0
C,9171.0,3.082060052,In Stock,31.0
D,2565.0,2.622165129,In Stock,9.0
A,3673.0,3.082060052,In Stock,37.0
C,6148.0,3.082060052,In Stock,43.0
D,1140.0,1.455668819,In Stock,38.0
A,1853.0,2.612752561,In Stock,9.0
C,2066.0,3.082060052,In Stock,36.0
C,2863.0,2.94514563,In Stock,40.0
D,254.0,4.134695614,In Stock,25.0
C,9524.0,1.858421083,In Stock,4.0
C,6996.0,3.082060052,Out of Stock,36.0
C,8176.0,3.515005361,Out of Stock,45.0
C,1537.0,1.168436341,In Stock,22.0
D,3771.0,3.082060052,In Stock,30.0
C,7965.0,3.05295501,Out of Stock,9.0
C,4424.0,4.992992178,In Stock,41.0
B,4743.0,3.082060052,Out of Stock,30.0
C,9729.0,1.735501044,In Stock,33.0
C,2314.0,2.950400141,Out of Stock,34.0
C,2753.0,4.976548188,In Stock,46.0
C,2085.0,3.082060052,In Stock,37.0
C,587.0,3.082060052,In Stock,15.0
C,4996.5,3.082060052,Out of Stock,28.0
B,6444.0,3.082060052,In Stock,44.0
C,1322.0,3.082060052,In Stock,41.0
D,9833.0,3.082060052,Out of Stock,25.0
C,531.0,3.763509325,In Stock,5.0
C,2153.0,3.227096171,Out of Stock,45.0
C,5119.0,1.77370182,Out of Stock,48.0
C,8627.0,1.610264032,Out of Stock,25.0
C,297.0,3.082060052,Out of Stock,3.0
C,5426.0,3.082060052,Out of Stock,22.0
C,273.0,1.418083459,In Stock,4.0
C,3164.0,1.856487649,In Stock,25.0
D,3836.0,3.082060052,In Stock,31.0
C,907.0,3.082060052,In Stock,4.0
C,4996.5,3.082060052,Out of Stock,25.0
C,944.0,3.082060052,In Stock,44.0
C,6618.0,2.390335592,In Stock,24.0
C,580.0,1.490735079,In Stock,38.0
C,7422.0,1.388789992,In Stock,40.0
C,8748.0,1.527482504,In Stock,6.0
C,2526.0,3.082060052,In Stock,19.0
C,2193.0,3.082060052,In Stock,8.0
C,2141.0,1.442735678,In Stock,36.0
C,8942.0,4.356030324,Out of Stock,43.0
D,3311.0,3.779833637,Out of Stock,42.0
C,3601.0,3.082060052,Out of Stock,10.0
C,2908.0,3.082060052,Out of Stock,43.0
B,9772.0,4.386476094,In Stock,1.0
C,4953.0,2.556363088,Out of Stock,13.0
C,3596.0,3.082060052,In Stock,30.0
C,5570.0,1.211041221,In Stock,24.0
A,572.0,3.082060052,Out of Stock,25.0
C,413.0,3.875076251,Out of Stock,24.0
C,9448.0,3.082060052,In Stock,31.0
C,1476.0,3.283649655,In Stock,32.0
D,6094.0,3.082060052,In Stock,20.0
C,1360.0,3.082060052,In Stock,36.0
C,4651.0,3.082060052,In Stock,29.0
C,2630.0,3.082060052,In Stock,29.0
C,2708.0,1.593960655,In Stock,40.0
C,6768.0,3.082060052,In Stock,34.0
D,1072.0,3.082060052,Out of Stock,20.0
A,5966.0,3.082060052,In Stock,15.0
C,1357.0,1.575677158,Out of Stock,47.0
B,4688.0,1.013644458,Out of Stock,39.0
C,5135.0,1.397958088,Out of Stock,43.0
B,5835.0,3.082060052,In Stock,20.0
C,2489.0,3.082060052,In Stock,43.0
C,2831.0,4.015490083,In Stock,30.0
A,6309.0,3.082060052,In Stock,34.0
C,868.0,4.447012481,In Stock,5.0
C,2951.0,3.082060052,Out of Stock,37.0
C,7595.0,3.082060052,In Stock,27.0
C,4775.0,1.970066334,In Stock,14.0
C,3462.0,3.082060052,Out of Stock,8.0
C,5131.0,4.236650019,In Stock,40.0
C,5159.0,3.082060052,In Stock,30.0
C,978.0,3.082060052,Out of Stock,7.0
B,6750.0,2.240162267,In Stock,21.0
C,1035.0,4.095231038,Out of Stock,7.0
C,9682.0,4.489641074,In Stock,36.0
B,9919.0,2.91635133,In Stock,4.0
C,5085.0,3.082060052,Out of Stock,7.0
A,1448.0,1.578281882,In Stock,28.0
C,6307.0,4.954964905,Out of Stock,25.0
C,6101.0,4.210077431,In Stock,0.0
D,6054.0,3.082060052,Out of Stock,36.0
C,2410.0,3.118344839,In Stock,25.0
C,2579.0,3.082060052,Out of Stock,34.0
D,5841.0,4.241377172,Out of Stock,19.0
C,4996.5,3.082060052,In Stock,25.0
C,7321.0,4.762416364,Out of Stock,25.0
C,1434.0,3.082060052,In Stock,46.0
C,4996.5,4.403474798,In Stock,21.0
C,1680.0,3.082060052,In Stock,46.0
B,1076.0,3.472829215,Out of Stock,12.0
C,8772.0,3.082060052,Out of Stock,6.0
C,6797.0,4.295197752,In Stock,32.0
C,9848.0,4.571325151,Out of Stock,13.0
C,4384.0,4.295469147,In Stock,5.0
C,8403.0,4.420791317,In Stock,30.0
C,8281.0,3.082060052,In Stock,15.0
C,8486.0,3.082060052,In Stock,34.0
C,7882.0,3.499802616,In Stock,22.0
C,9644.0,3.082060052,Out of Stock,7.0
A,2934.0,3.082060052,Out of Stock,25.0
D,8941.0,3.082060052,In Stock,25.0
D,7260.0,3.082060052,Out of Stock,21.0
C,2987.0,2.20114132,In Stock,31.0
D,9653.0,3.082060052,Out of Stock,25.0
A,5196.0,3.818020813,In Stock,26.0
C,5015.0,4.508928573,Out of Stock,13.0
C,716.0,3.082060052,In Stock,33.0
C,4996.5,3.7085414,In Stock,41.0
C,6966.0,1.236107425,In Stock,24.0
C,4024.0,3.082060052,In Stock,35.0
C,7878.0,3.317701614,In Stock,3.0
A,4996.5,2.800727782,In Stock,6.0
C,7987.0,3.082060052,In Stock,39.0
C,6208.0,4.056545931,In Stock,44.0
C,7770.0,3.082060052,In Stock,44.0
C,7321.0,3.453911916,In Stock,25.0
B,9394.0,1.942344464,In Stock,47.0
C,1406.0,3.22371146,Out of Stock,13.0
C,1871.0,3.082060052,Out of Stock,29.0
C,1348.0,3.082060052,In Stock,18.0
C,8474.0,3.987314096,Out of Stock,35.0
C,1102.0,4.65598457,Out of Stock,29.0
C,6105.0,3.082060052,Out of Stock,35.0
C,5797.0,1.10844843,In Stock,35.0
C,8774.0,1.774009819,In Stock,19.0
C,8547.0,3.082060052,Out of Stock,47.0
C,816.0,3.809783416,Out of Stock,2.0
B,7656.0,2.781461153,In Stock,20.0
C,6616.0,3.082060052,In Stock,7.0
A,1499.0,3.082060052,Out of Stock,38.0
B,5995.0,3.091445142,In Stock,18.0
C,3007.0,3.082060052,In Stock,7.0
C,311.0,3.082060052,In Stock,18.0
C,3112.0,3.082060052,Out of Stock,15.0
B,8240.0,3.652888298,In Stock,48.0
C,4606.0,3.082060052,In Stock,7.0
B,3368.0,1.688999755,In Stock,7.0
B,9265.0,3.082060052,In Stock,24.0
B,6898.0,3.082060052,In Stock,25.0
D,390.0,2.527515739,In Stock,6.0
A,3669.0,3.082060052,Out of Stock,17.0
B,9746.0,3.082060052,Out of Stock,14.0
C,9408.0,3.082060052,In Stock,31.0
C,8843.0,3.082060052,In Stock,2.0
C,4296.0,3.082060052,In Stock,33.0
C,4085.0,1.552376432,In Stock,33.0
C,5972.0,3.103611591,In Stock,25.0
C,5512.0,3.082060052,Out of Stock,26.0
C,3305.0,3.926798443,In Stock,5.0
C,7738.0,3.266528515,In Stock,27.0
C,5578.0,4.85474897,In Stock,36.0
C,229.0,3.082060052,In Stock,3.0
C,4443.0,3.160280553,In Stock,48.0
C,9317.0,2.539409378,In Stock,17.0
C,7683.0,3.47373906,In Stock,45.0
C,857.0,3.082060052,Out of Stock,5.0
B,702.0,2.238852278,In Stock,45.0
C,4996.5,3.082060052,Out of Stock,25.0
A,5370.0,3.082060052,In Stock,1.0
B,5499.0,4.118607925,Out of Stock,48.0
D,8711.0,4.232480533,In Stock,1.0
C,8405.0,4.626298947,In Stock,18.0
C,399.0,3.082060052,In Stock,18.0
C,3241.0,3.082060052,In Stock,47.0
C,273.0,3.082060052,In Stock,5.0
B,4364.0,3.491178315,Out of Stock,35.0
C,6554.0,4.901451621,Out of Stock,39.0
C,9571.0,3.082060052,In Stock,3.0
C,772.0,3.082060052,Out of Stock,43.0
C,4996.5,3.082060052,In Stock,1.0
C,9685.0,2.091469996,In Stock,41.0
C,9471.0,3.082060052,In Stock,37.0
C,8513.0,1.63448425,In Stock,3.0
C,8767.0,3.082060052,Out of Stock,38.0
A,4625.0,3.670805771,In Stock,25.0
C,3883.0,3.931179035,In Stock,33.0
A,5281.0,2.141793154,In Stock,41.0
C,1265.0,4.460394571,In Stock,7.0
A,5164.0,3.082060052,In Stock,38.0
C,1780.0,2.201523166,In Stock,36.0
C,3022.0,4.203255409,Out of Stock,16.0
B,5880.0,3.082060052,In Stock,43.0
C,3101.0,3.082060052,In Stock,35.0
C,2993.0,3.082060052,In Stock,8.0
C,7642.0,3.082060052,In Stock,45.0
C,7620.0,2.758632459,In Stock,23.0
C,8010.0,3.082060052,Out of Stock,26.0
C,8493.0,3.082060052,In Stock,14.0
C,8977.0,4.54885495,In Stock,49.0
C,5680.0,1.41723833,In Stock,39.0
D,9536.0,3.082060052,In Stock,33.0
D,7810.0,1.481073746,In Stock,38.0
D,6108.0,2.474654234,In Stock,10.0
C,9624.0,3.082060052,In Stock,25.0
B,2162.0,3.082060052,In Stock,38.0
C,263.0,4.652271734,Out of Stock,25.0
C,7003.0,1.930083337,In Stock,19.0
C,5601.0,3.082060052,In Stock,32.0
A,2558.0,3.082060052,Out of Stock,33.0
C,3826.0,3.821176638,In Stock,43.0
C,4048.0,3.082060052,Out of Stock,29.0
C,3898.0,1.027062133,Out of Stock,18.0
D,645.0,2.454962136,In Stock,42.0
C,3556.0,3.082060052,In Stock,30.0
C,4059.0,3.082060052,Out of Stock,36.0
C,8326.0,1.338459718,In Stock,25.0
D,1183.0,2.746028971,Out of Stock,43.0
C,5963.0,3.082060052,In Stock,18.0
B,5973.0,2.750414246,In Stock,42.0
C,9025.0,3.082060052,In Stock,27.0
D,4690.0,2.062145612,In Stock,13.0
C,4996.5,3.082060052,In Stock,24.0
D,2494.0,3.619980556,Out of Stock,25.0
C,8641.0,2.648164553,In Stock,41.0
C,3836.0,3.082060052,In Stock,33.0
C,303.0,3.082060052,In Stock,22.0
C,628.0,3.082060052,Out of Stock,24.0
C,2006.0,4.956117744,In Stock,9.0
B,5235.0,1.823431056,Out of Stock,11.0
C,5352.0,3.931256859,In Stock,9.0
C,4269.0,3.082060052,In Stock,26.0
A,5315.0,2.162387429,In Stock,49.0
C,4300.0,3.082060052,Out of Stock,23.0
C,4996.5,4.557730651,In Stock,27.0
A,4823.0,3.082060052,In Stock,35.0
C,7285.0,3.082060052,In Stock,9.0
A,2090.0,3.082060052,Out of Stock,4.0
C,7018.0,3.082060052,In Stock,20.0
B,9607.0,4.78979545,In Stock,10.0
B,3178.0,4.165977428,In Stock,20.0
B,1378.0,4.81070385,In Stock,42.0
D,2469.0,3.082060052,In Stock,47.0
A,2053.0,3.317306005,In Stock,25.0
C,9449.0,3.082060052,In Stock,12.0
B,7574.0,4.597769152,Out of Stock,28.0
B,2629.0,3.082060052,In Stock,28.0
C,9443.0,4.430256738,In Stock,16.0
C,9149.0,3.082060052,Out of Stock,30.0
D,4996.5,3.082060052,In Stock,0.0
C,8110.0,3.082060052,Out of Stock,12.0
C,5001.0,3.111345273,Out of Stock,6.0
C,4945.0,3.102738577,In Stock,27.0
A,5065.0,3.082060052,Out of Stock,25.0
B,1425.0,3.747818333,In Stock,40.0
A,8714.0,4.05387378,In Stock,25.0
C,9964.0,3.082060052,In Stock,36.0
A,7245.0,3.926151476,In Stock,14.0
C,1493.0,3.900723431,Out of Stock,18.0
D,5681.0,4.728030581,Out of Stock,39.0
C,698.0,3.082060052,Out of Stock,8.0
C,8109.0,3.082060052,In Stock,40.0
C,1475.0,3.082060052,Out of Stock,3.0
C,103.0,3.082060052,In Stock,16.0
C,5350.0,4.408158703,Out of Stock,27.0
C,4344.0,4.158135045,In Stock,12.0
B,6216.0,3.885563882,Out of Stock,10.0
B,7410.0,3.082060052,Out of Stock,11.0
C,908.0,3.082060052,In Stock,12.0
C,5949.0,3.082060052,In Stock,32.0
C,4348.0,4.831264996,In Stock,37.0
C,2425.0,1.280146153,In Stock,34.0
D,6698.0,3.082060052,In Stock,25.0
C,1951.0,1.283084495,Out of Stock,38.0
C,8300.0,1.346404524,In Stock,29.0
C,3888.0,3.038160198,In Stock,20.0
C,4005.0,2.026526908,Out of Stock,40.0
A,9854.0,2.694786816,Out of Stock,3.0
C,1064.0,3.082060052,In Stock,14.0
B,8598.0,4.070810494,Out of Stock,29.0
C,6216.0,3.082060052,In Stock,14.0
C,4776.0,3.879422822,In Stock,36.0
C,1856.0,1.84046304,Out of Stock,31.0
D,3555.0,1.228609704,In Stock,25.0
C,2607.0,3.082060052,In Stock,21.0
C,4996.5,3.082060052,Out of Stock,25.0
C,7122.0,3.082060052,In Stock,1.0
C,6550.0,1.450351704,Out of Stock,23.0
C,1366.0,4.711987441,In Stock,38.0
C,7081.0,3.082060052,In Stock,24.0
C,577.0,3.082060052,In Stock,20.0
C,8936.0,1.934474586,In Stock,13.0
C,823.0,1.094312981,In Stock,44.0
C,3458.0,3.082060052,In Stock,6.0
A,9852.0,2.023945041,Out of Stock,26.0
C,8394.0,3.082060052,Out of Stock,12.0
B,5579.0,3.082060052,Out of Stock,25.0
C,6696.0,3.082060052,In Stock,0.0
C,9038.0,3.792991317,Out of Stock,49.0
B,5575.0,3.830638131,In Stock,28.0
C,2934.0,3.082060052,In Stock,28.0
C,4907.0,3.082060052,Out of Stock,25.0
C,2359.0,1.234748701,Out of Stock,25.0
B,3064.0,2.974713116,In Stock,13.0
C,9689.0,3.898176359,In Stock,47.0
C,3017.0,3.398362562,In Stock,47.0
C,1186.0,3.214620582,Out of Stock,38.0
C,4996.5,2.046778923,Out of Stock,8.0
C,597.0,3.792008442,In Stock,47.0
C,9172.0,3.082060052,In Stock,25.0
A,5842.0,3.082060052,Out of Stock,40.0
C,9693.0,2.760583601,In Stock,47.0
C,2780.0,3.082060052,In Stock,25.0
C,1160.0,4.232012628,In Stock,25.0
C,4996.5,3.125256652,In Stock,25.0
C,2373.0,3.082060052,Out of Stock,10.0
B,8478.0,3.082060052,In Stock,38.0
C,2885.0,3.292187368,In Stock,4.0
C,1871.0,2.699047462,Out of Stock,27.0
D,9802.0,3.082060052,In Stock,36.0
C,9101.0,3.082060052,Out of Stock,1.0
C,8077.0,3.110698203,Out of Stock,20.0
C,878.0,3.082060052,In Stock,10.0
C,4470.0,3.082060052,In Stock,49.0
C,9895.0,3.588648082,In Stock,5.0
C,1400.0,4.130239033,In Stock,25.0
A,244.0,2.263985595,In Stock,4.0
C,7247.0,3.082060052,Out of Stock,16.0
C,860.0,4.764904532,In Stock,18.0
C,9078.0,3.200384235,In Stock,30.0
A,9997.0,3.082060052,In Stock,27.0
C,9958.0,4.163330986,In Stock,1.0
C,3894.0,3.082060052,In Stock,15.0
D,5901.0,3.33037534,In Stock,31.0
C,1746.0,3.082060052,In Stock,34.0
C,7019.0,2.301755275,In Stock,41.0
C,4316.0,3.082060052,Out of Stock,11.0
B,3019.0,3.434520378,In Stock,44.0
C,1898.0,1.062002358,Out of Stock,0.0
D,4042.0,2.92666232,Out of Stock,35.0
B,4996.5,1.377046094,In Stock,35.0
C,3807.0,2.788718126,Out of Stock,15.0
C,1871.0,3.355528909,In Stock,43.0
D,5843.0,3.082060052,Out of Stock,24.0
C,2462.0,2.14258953,Out of Stock,25.0
C,5671.0,3.082060052,Out of Stock,35.0
C,2163.0,3.082060052,In Stock,2.0
B,141.0,2.044135976,In Stock,15.0
C,5263.0,3.082060052,In Stock,10.0
C,3097.0,3.082060052,Out of Stock,28.0
C,6903.0,3.082060052,Out of Stock,12.0
C,8516.0,3.544980062,In Stock,11.0
C,4207.0,1.319022509,Out of Stock,3.0
C,9598.0,3.699077231,In Stock,7.0
C,9792.0,1.743031067,Out of Stock,26.0
C,2463.0,2.946698992,In Stock,45.0
B,6103.0,1.617805636,Out of Stock,45.0
C,4967.0,2.4686099,In Stock,41.0
C,8872.0,2.328695177,In Stock,13.0
C,9765.0,3.082060052,In Stock,19.0
C,9650.0,3.082060052,In Stock,24.0
C,1493.0,3.082060052,Out of Stock,36.0
C,1462.0,3.082060052,In Stock,0.0
C,2642.0,3.082060052,In Stock,23.0
C,7573.0,4.489969796,Out of Stock,22.0
C,3785.0,1.384911857,In Stock,2.0
C,7431.0,2.221917332,Out of Stock,10.0
A,3885.0,3.082060052,In Stock,1.0
C,4996.5,3.082060052,Out of Stock,4.0
C,2054.0,4.020705695,In Stock,2.0
C,2294.0,3.082060052,In Stock,1.0
C,5652.0,3.082060052,Out of Stock,4.0
C,4468.0,3.082060052,In Stock,40.0
A,4861.0,2.394329224,In Stock,14.0
C,8509.0,3.082060052,In Stock,32.0
C,4996.5,1.60752123,In Stock,14.0
C,213.0,1.309339081,In Stock,30.0
D,6302.0,3.082060052,Out of Stock,40.0
C,4599.0,2.705919699,In Stock,16.0
C,1054.0,3.082060052,In Stock,17.0
B,6431.0,3.082060052,In Stock,4.0
C,6437.0,2.023571355,In Stock,33.0
C,8137.0,3.082060052,Out of Stock,1.0
C,2935.0,3.082060052,In Stock,10.0
C,5273.0,2.41368793,In Stock,10.0
C,4077.0,3.082060052,Out of Stock,16.0
C,3385.0,3.082060052,In Stock,31.0
C,6143.0,3.082060052,In Stock,11.0
C,4185.0,3.082060052,In Stock,13.0
C,4962.0,3.120587146,Out of Stock,46.0
C,2341.0,3.082060052,In Stock,19.0
D,3945.0,1.873916738,In Stock,36.0
C,2806.0,3.092530207,Out of Stock,28.0
D,6057.0,4.704368946,In Stock,48.0
C,9011.0,3.082060052,In Stock,25.0
C,3978.0,2.412441128,In Stock,32.0
C,1707.0,3.082060052,In Stock,25.0
C,855.0,3.082060052,Out of Stock,7.0
C,1279.0,4.968169216,Out of Stock,36.0
C,8705.0,4.899799222,In Stock,23.0
C,7317.0,1.159973318,In Stock,0.0
C,9972.0,3.082060052,Out of Stock,15.0
C,4194.0,3.082060052,Out of Stock,36.0
C,1152.0,3.082060052,Out of Stock,25.0
C,1155.0,3.082060052,In Stock,38.0
C,7400.0,2.794173201,In Stock,18.0
B,1241.0,3.728174431,In Stock,9.0
C,4774.0,2.311133034,Out of Stock,14.0
C,9789.0,3.979390199,In Stock,14.0
B,6906.0,3.082060052,Out of Stock,41.0
C,5383.0,3.093622925,In Stock,27.0
C,7721.0,4.973106648,Out of Stock,34.0
C,4996.5,1.303464721,Out of Stock,7.0
C,4789.0,3.082060052,Out of Stock,0.0
D,4996.5,3.082060052,In Stock,40.0
C,3855.0,3.082060052,Out of Stock,46.0
B,1697.0,3.082060052,In Stock,4.0
C,3227.0,3.082060052,Out of Stock,42.0
A,8483.0,3.082060052,In Stock,25.0
C,687.0,1.788130319,In Stock,25.0
C,8073.0,3.082060052,Out of Stock,4.0
A,7280.0,2.153805081,Out of Stock,23.0
C,1124.0,1.297694055,In Stock,29.0
C,4419.0,3.082060052,In Stock,13.0
C,8891.0,3.082060052,In Stock,37.0
B,247.0,3.751445774,In Stock,10.0
C,9324.0,3.025832704,Out of Stock,37.0
C,4905.0,1.50058312,In Stock,7.0
C,7605.0,3.082060052,Out of Stock,4.0
D,1237.0,1.279288935,In Stock,44.0
D,4000.0,4.494689666,In Stock,25.0
D,5788.0,3.940537274,In Stock,37.0
B,7356.0,1.820593629,In Stock,11.0
C,1061.0,4.202112381,Out of Stock,8.0
C,2302.0,3.082060052,In Stock,8.0
C,5634.0,3.082060052,Out of Stock,46.0
C,7297.0,3.082060052,In Stock,4.0
C,5207.0,4.598479017,Out of Stock,3.0
C,561.0,1.215438912,In Stock,25.0
C,922.0,3.082060052,Out of Stock,25.0
C,6349.0,3.732495826,Out of Stock,25.0
D,7719.0,1.955424859,In Stock,39.0
C,186.0,4.1873013,In Stock,24.0
C,2971.0,1.662035827,In Stock,10.0
C,4495.0,3.082060052,In Stock,4.0
C,5672.0,3.152687057,In Stock,27.0
C,7487.0,3.082060052,In Stock,21.0
D,8989.0,3.082060052,In Stock,6.0
C,483.0,4.946046913,In Stock,32.0
C,6710.0,1.791122243,Out of Stock,27.0
C,1685.0,3.082060052,In Stock,6.0
C,6014.0,3.082060052,Out of Stock,14.0
A,5261.0,4.32659017,Out of Stock,12.0
C,3481.0,3.041725997,In Stock,26.0
B,6090.0,3.082060052,In Stock,21.0
C,9574.0,3.082060052,In Stock,45.0
C,9464.0,1.976245629,Out of Stock,40.0
C,3074.0,1.064510351,In Stock,34.0
C,5674.0,1.128101183,In Stock,49.0
C,2271.0,1.599050224,Out of Stock,20.0
C,347.0,3.082060052,In Stock,41.0
C,4847.0,2.722617028,In Stock,3.0
C,329.0,4.546468671,In Stock,48.0
A,7150.0,2.977534834,In Stock,12.0
C,8468.0,3.082060052,In Stock,24.0
C,9742.0,4.371794267,Out of Stock,20.0
B,2659.0,4.690972541,In Stock,32.0
C,2396.0,2.573546956,In Stock,0.0
C,528.0,3.082060052,In Stock,17.0
C,1827.0,3.082060052,Out of Stock,37.0
A,4385.0,2.904320873,In Stock,2.0
C,6576.0,3.082060052,In Stock,23.0
C,2821.0,1.616670621,In Stock,14.0
C,4996.5,3.082060052,In Stock,32.0
C,6812.0,3.082060052,In Stock,26.0
A,8754.0,3.082060052,In Stock,7.0
C,5077.0,3.082060052,In Stock,10.0
C,4175.0,3.082060052,In Stock,8.0
C,8341.0,1.032464768,In Stock,15.0
C,6138.0,3.082060052,In Stock,18.0
C,1973.0,3.082060052,In Stock,6.0
C,7355.0,2.453411434,Out of Stock,5.0
B,906.0,2.25422441,Out of Stock,25.0
D,8779.0,3.082060052,In Stock,26.0
C,124.0,3.082060052,In Stock,19.0
C,5408.0,3.772788055,Out of Stock,19.0
C,4501.0,2.295327989,In Stock,25.0
D,7053.0,4.34637662,In Stock,31.0
C,3751.0,4.822191172,In Stock,25.0
C,9833.0,3.082060052,In Stock,26.0
A,8339.0,3.558316017,In Stock,22.0
C,1884.0,3.082060052,In Stock,38.0
D,6107.0,3.082060052,In Stock,24.0
C,1258.0,4.516189227,Out of Stock,37.0
C,5039.0,4.016191571,In Stock,28.0
C,3074.0,3.585064181,Out of Stock,24.0
A,3020.0,3.3865934,In Stock,28.0
C,2271.0,4.477057359,In Stock,13.0
A,640.0,3.082060052,In Stock,26.0
C,1521.0,3.082060052,In Stock,42.0
C,6878.0,2.755873466,In Stock,19.0
D,2674.0,3.082060052,In Stock,25.0
C,924.0,3.082060052,In Stock,49.0
C,8067.0,3.479179342,In Stock,20.0
C,4996.5,3.082060052,In Stock,12.0
C,6491.0,3.651875309,Out of Stock,18.0
D,5957.0,3.082060052,In Stock,35.0
C,4996.5,3.224233325,Out of Stock,40.0
C,4393.0,3.082060052,Out of Stock,48.0
D,263.0,3.082060052,Out of Stock,19.0
C,6311.0,4.30510536,In Stock,2.0
C,873.0,3.082060052,Out of Stock,25.0
D,5053.0,3.082060052,Out of Stock,5.0
C,1641.0,3.082060052,Out of Stock,41.0
C,1140.0,3.082060052,In Stock,43.0
C,1689.0,3.082060052,In Stock,28.0
A,5690.0,2.53064748,In Stock,42.0
C,9250.0,2.065038992,In Stock,2.0
D,6666.0,3.164385411,In Stock,36.0
